id,value
id_0,5.377006907049501
id_1,16.55846523121121
id_2,23.509339286513903
id_3,6.478763616467333
id_4,27.206926532412766
id_5,21.916705618493246
id_6,24.751291312306844
id_7,30.244080902383836
id_8,16.641521704464274
id_9,59.76102697503148
id_10,10.808220843986177
id_11,11.526058871949143
id_12,64.20112519684393
id_13,54.38621458091014
id_14,24.530056303234215
id_15,14.349586622027036
id_16,31.480875393032836
id_17,66.08785678070403
id_18,2.554623242578101
id_19,19.44216912927256
id_20,41.25657981617966
id_21,70.66538953853855
id_22,8.932577455647655
id_23,18.497846652523315
id_24,14.769927677273644
id_25,39.967351976151555
id_26,15.659180029678305
id_27,77.23974380930649
id_28,8.348086007593272
id_29,52.93200800371895
id_30,21.80631056917691
id_31,10.799526089477173
id_32,0.42090091847327193
id_33,18.891751164702082
id_34,28.681680330576125
id_35,38.31638544948287
id_36,42.73413808795283
id_37,31.819974986505144
id_38,39.19412543849473
id_39,36.56577998967829
id_40,6.8041439228816945
id_41,40.44144387794132
id_42,33.76171536052168
id_43,48.7840208342917
id_44,16.606318022161346
id_45,37.637330232582585
id_46,25.026447778615715
id_47,13.02992797620561
id_48,27.753994420245153
id_49,33.28797696377769
id_50,16.743846224561675
id_51,5.575026108132598
id_52,26.484577989601128
id_53,49.48850855226179
id_54,14.962078114755172
id_55,35.629209225209
id_56,36.204195911468915
id_57,21.25417198982567
id_58,61.12276080215495
id_59,22.33793111526018
id_60,11.912072032355466
id_61,43.46800241070285
id_62,15.754316749919047
id_63,51.1560550150868
id_64,14.233747634562178
id_65,18.205304716426017
id_66,13.85764350033953
id_67,2.198848367595347
id_68,43.60167049727168
id_69,29.43093605551574
id_70,21.17306307581823
id_71,41.413651292624756
id_72,62.536088155849775
id_73,5.670089599795719
id_74,15.601462594213665
id_75,4.008631723223864
id_76,38.35192312887866
id_77,14.03124896599237
id_78,23.36951940302794
id_79,19.834853361271755
id_80,20.78017054697005
id_81,28.20279014652232
id_82,19.689675887734644
id_83,92.66385579475995
id_84,35.63270423410027
id_85,28.788307740973476
id_86,21.408357074935974
id_87,36.182412387547245
id_88,21.777314444956698
id_89,20.271792538356486
id_90,29.092574459778806
id_91,39.98209937805439
id_92,4.262579725060544
id_93,38.86944476399776
id_94,44.257298125591255
id_95,15.424357701062902
id_96,27.316373690613037
id_97,15.468283181808863
id_98,25.237939804134037
id_99,3.6851133402015552
id_100,17.218648451442153
id_101,26.61004543309444
id_102,18.219771144088206
id_103,17.696173492224148
id_104,22.494351703659365
id_105,41.57918571508923
id_106,28.35549703430865
id_107,9.395204887305892
id_108,9.115650260875173
id_109,77.40289947067944
id_110,47.265603786492036
id_111,17.55516523590628
id_112,28.45136941936502
id_113,16.30210912794418
id_114,12.732719106313473
id_115,26.292363982632335
id_116,28.485900804224503
id_117,8.02698600702832
id_118,18.83833808398421
id_119,18.772045669268856
id_120,69.39690564021974
id_121,22.074229853018213
id_122,35.62431777941728
id_123,24.703082210226746
id_124,8.107205618658655
id_125,40.607957518984804
id_126,7.679743444466359
id_127,21.704703106806416
id_128,28.52902465027559
id_129,60.27994317422064
id_130,21.81530691216267
id_131,26.355136547106973
id_132,58.28816975543234
id_133,17.153570146187167
id_134,11.5089340464123
id_135,3.4173712384248187
id_136,13.932559997856348
id_137,57.94208339073463
id_138,13.468178467818
id_139,7.82784179108981
id_140,28.382080480831863
id_141,26.556550237532125
id_142,43.79330716724931
id_143,28.89115802161899
id_144,18.508657273191076
id_145,26.48627395274534
id_146,10.913718998212952
id_147,52.685653059467036
id_148,19.975408753178424
id_149,39.864389326337744
id_150,13.647124143422431
id_151,8.344786304028954
id_152,24.455097159569714
id_153,8.84614295592009
id_154,18.380970132078374
id_155,39.47555748364881
id_156,8.207022483610228
id_157,34.16448123536717
id_158,9.387058035194336
id_159,18.209399439011378
id_160,39.96815157444932
id_161,19.748231412034716
id_162,15.61712699333929
id_163,7.648906548455783
id_164,47.81419497526292
id_165,28.313337977218655
id_166,4.338908045477635
id_167,14.942124301458744
id_168,61.34504126426298
id_169,12.117782300005535
id_170,61.563804317340214
id_171,36.771598665796894
id_172,29.44149717390498
id_173,19.695912972149873
id_174,57.891344917939904
id_175,21.184736437600534
