id,value
id_0,3.778317166715308
id_1,15.366728279450971
id_2,24.35654731734526
id_3,6.259037300696887
id_4,26.61689582713381
id_5,21.32217600286028
id_6,24.557901463725713
id_7,30.253305421046573
id_8,15.84087562489283
id_9,60.11077927076614
id_10,13.409319450938435
id_11,12.771040048478232
id_12,64.65501071305242
id_13,54.73925614430918
id_14,25.586666166195577
id_15,14.519179018716928
id_16,30.17776436364715
id_17,66.77405349533527
id_18,1.4688201522300828
id_19,20.665040998313675
id_20,41.18769078395969
id_21,68.70776549460301
id_22,9.498250642847385
id_23,19.59290852445585
id_24,13.881516257812933
id_25,41.21956937332464
id_26,15.62419232481393
id_27,77.67329531946622
id_28,8.254935715948582
id_29,52.25203567545633
id_30,21.039211938008446
id_31,9.81413483478088
id_32,0.5149794684852458
id_33,19.64146617609772
id_34,29.489006021688954
id_35,39.90016153749185
id_36,43.079425315203224
id_37,30.682900215143643
id_38,40.129125621184045
id_39,35.227304351081685
id_40,6.6490236180624045
id_41,37.89366610122783
id_42,34.319361862058344
id_43,48.28822518402514
id_44,16.093687954937014
id_45,39.21517056488983
id_46,26.36597891756341
id_47,13.30930635937103
id_48,27.271427534357507
id_49,34.10670666098501
id_50,17.202284880813306
id_51,6.487157704881872
id_52,26.028449229621994
id_53,50.31353119018536
id_54,14.903947422596932
id_55,35.342072762180976
id_56,37.50525617415497
id_57,21.887588569731523
id_58,61.59043267558724
id_59,20.804353627129903
id_60,12.062791804398481
id_61,43.08067937273596
id_62,16.38828647243475
id_63,50.196480055059965
id_64,14.755376725954786
id_65,17.88668346962901
id_66,12.878729737001047
id_67,2.964790786039938
id_68,42.799000066621936
id_69,31.773250875111348
id_70,21.561866909960614
id_71,39.62719403516624
id_72,59.521274555349336
id_73,6.364105217529353
id_74,16.250587078850128
id_75,7.632731049195618
id_76,36.83005445955702
id_77,14.719819903174075
id_78,24.774859861738307
id_79,19.387573523164015
id_80,19.88776777160297
id_81,30.4116418207475
id_82,20.596316608795572
id_83,91.70950107395727
id_84,34.70336627605889
id_85,27.53556747691734
id_86,22.66207311501498
id_87,34.97090233328906
id_88,23.230319395503674
id_89,21.598561540274066
id_90,30.61835138550586
id_91,40.1504044334143
id_92,3.647999426172066
id_93,37.42482051103708
id_94,44.62174261649248
id_95,15.779606112956541
id_96,27.145625263302044
id_97,15.686424613279158
id_98,25.789068165529393
id_99,2.5733191329039182
id_100,18.01657218627649
id_101,29.949061975343504
id_102,17.950151047937297
id_103,18.056446598683355
id_104,20.894761085334455
id_105,41.859613180856144
id_106,25.368942737312043
id_107,8.948213633477694
id_108,10.449893260220223
id_109,77.42677774193508
id_110,46.766464508784004
id_111,16.617850445992072
id_112,28.18786730062258
id_113,16.941922841480938
id_114,12.923871778543296
id_115,26.68513039626615
id_116,27.988368463984933
id_117,6.798268328352497
id_118,17.375158761652678
id_119,18.713028514286126
id_120,70.47371307591798
id_121,23.443583932754805
id_122,34.71548026248678
id_123,25.73477759380638
id_124,9.429198705275482
id_125,41.431415155210125
id_126,8.217401002541376
id_127,20.469144390026386
id_128,27.746210527044816
id_129,61.97614069816908
id_130,21.662246844424306
id_131,25.33513060833833
id_132,59.01344216450636
id_133,17.842070677518628
id_134,11.737504646219358
id_135,2.7337895366948017
id_136,12.258817240586861
id_137,60.152618702576156
id_138,12.016001870187086
id_139,8.774593442889943
id_140,27.463350681260724
id_141,26.557065247164918
id_142,44.79919178881491
id_143,28.290238280990398
id_144,18.241958943773916
id_145,26.628961072406543
id_146,10.665595375899516
id_147,53.66073686675688
id_148,18.17570226526807
id_149,39.761840467827895
id_150,13.282516015299409
id_151,9.11155022082218
id_152,24.466933260647856
id_153,10.144426420890317
id_154,18.870085670244436
id_155,38.946307301351204
id_156,7.210324687335374
id_157,33.92140614527006
id_158,7.744632745419498
id_159,18.110682532784868
id_160,40.51160649213021
id_161,19.11130354530981
id_162,13.282140257412255
id_163,8.343961217159297
id_164,45.491796817553855
id_165,27.46736630616114
id_166,4.7172696634408045
id_167,13.20738303587263
id_168,62.44746510186434
id_169,12.035549278604
id_170,62.80767149534483
id_171,37.25482376639292
id_172,29.127186640244364
id_173,19.970778518041417
id_174,56.80942990996644
id_175,21.527901004875496
id_176,22.929277518108222
id_177,36.46290842070572
id_178,11.94434566955311
id_179,34.04412450692997
id_180,15.8178385291606
id_181,11.850767194395345
id_182,51.56258440230984
id_183,50.74467074493004
id_184,15.765055079422295
id_185,31.05371965358797
id_186,23.879606765622714
id_187,67.72945701697697
id_188,10.76918385342782
id_189,53.362639784252124
id_190,40.73058289098788
id_191,18.159350378841772
id_192,29.074515881391772
id_193,1.5530262124966316
id_194,21.275880016769907
id_195,2.536964921867609
id_196,35.822138592579066
id_197,12.569350120225577
id_198,20.761224267855315
id_199,63.4939979080737
id_200,27.63265561957438
id_201,24.707161913913005
id_202,64.7548604323451
id_203,12.075465854527208
id_204,10.074317205704514
id_205,11.888944972977903
id_206,6.956308128472216
id_207,2.6277547155981296
id_208,126.63764036600053
id_209,20.652332687865584
id_210,15.442065013553583
id_211,14.639705891643645
id_212,38.02264404829357
id_213,36.98755867936117
id_214,23.467550406639834
id_215,33.77339385614916
id_216,78.23308023921213
id_217,1.1609239682904158
id_218,13.126930792566453
id_219,31.67798726573972
id_220,16.86978533833389
id_221,13.766819302522997
id_222,113.8629622717371
id_223,11.3678458641656
id_224,17.33443603233366
id_225,54.4791294892977
id_226,13.589614279661667
id_227,20.813211169629106
id_228,10.429618572146756
id_229,7.099389895375699
id_230,44.45212339846655
id_231,12.529613212711109
id_232,55.483894319506405
id_233,38.92619530438001
id_234,20.84565050386737
id_235,43.978178766709036
id_236,71.64612949899015
id_237,41.505871649433274
id_238,1.931268255004402
id_239,18.25997227526517
